event_id,current_time,event_starttimestamp,event_state,outcome_home,outcome_draw,outcome_away,outcome_unexpectedOddsTrend,outcome_startingOdds,event_home_score,event_away_score,event_time
1006107510,2020-01-30T18:41:25Z,2020-01-30T17:33:52Z,STARTED,1/5,17/4,14/1,False,9/10,1,0,54
1006042012,2020-01-30T18:41:25Z,2020-01-30T17:34:41Z,STARTED,8/25,29/10,21/2,False,11/10,1,0,45
1006098224,2020-01-30T18:41:25Z,2020-01-30T18:02:03Z,STARTED,,45/1,225/1,False,1/5,2,0,39
1006110231,2020-01-30T18:41:25Z,2020-01-30T18:12:13Z,STARTED,27/25,5/2,43/20,False,17/20,0,0,29
1006110428,2020-01-30T18:41:25Z,2020-01-30T18:32:32Z,STARTED,7/1,23/4,11/50,False,1/4,0,0,8
1006110426,2020-01-30T18:41:25Z,2020-01-30T18:33:35Z,STARTED,11/20,18/5,16/5,False,11/20,0,0,7
1006110280,2020-01-30T18:41:25Z,2020-01-30T18:34:58Z,STARTED,13/25,7/2,19/5,False,3/4,0,0,6
1006105984,2020-01-30T18:41:53Z,2020-01-30T17:05:09Z,STARTED,55/1,7/1,1/14,False,2/5,2,3,78
1006063247,2020-01-30T18:41:53Z,2020-01-30T17:30:44Z,STARTED,,22/1,125/1,False,3/10,2,0,53
1006107245,2020-01-30T18:41:53Z,2020-01-30T17:31:05Z,STARTED,5/4,33/20,49/20,False,5/6,1,1,54
1006107510,2020-01-30T18:41:53Z,2020-01-30T17:33:52Z,STARTED,1/5,17/4,14/1,False,9/10,1,0,54
1006042012,2020-01-30T18:41:53Z,2020-01-30T17:34:41Z,STARTED,8/25,29/10,21/2,False,11/10,1,0,45
1006098224,2020-01-30T18:41:53Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,39
1006110231,2020-01-30T18:41:53Z,2020-01-30T18:12:13Z,STARTED,27/25,5/2,43/20,False,17/20,0,0,29
1006110428,2020-01-30T18:41:53Z,2020-01-30T18:32:32Z,STARTED,7/1,23/4,11/50,False,1/4,0,0,9
1006110426,2020-01-30T18:41:53Z,2020-01-30T18:33:35Z,STARTED,11/20,18/5,16/5,False,11/20,0,0,8
1006110280,2020-01-30T18:41:53Z,2020-01-30T18:34:58Z,STARTED,13/25,7/2,19/5,False,3/4,0,0,6
1006105984,2020-01-30T18:42:21Z,2020-01-30T17:05:09Z,STARTED,55/1,7/1,1/14,False,2/5,2,3,79
1006063247,2020-01-30T18:42:21Z,2020-01-30T17:30:44Z,STARTED,,22/1,125/1,False,3/10,2,0,54
1006107245,2020-01-30T18:42:21Z,2020-01-30T17:31:05Z,STARTED,11/8,33/20,49/20,False,5/6,1,1,54
1006107510,2020-01-30T18:42:21Z,2020-01-30T17:33:52Z,STARTED,1/5,17/4,14/1,False,9/10,1,0,55
1006042012,2020-01-30T18:42:21Z,2020-01-30T17:34:41Z,STARTED,39/20,27/25,11/4,False,11/10,1,1,46
1006098224,2020-01-30T18:42:21Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,40
1006110231,2020-01-30T18:42:21Z,2020-01-30T18:12:13Z,STARTED,26/25,5/2,11/5,False,17/20,0,0,30
1006110428,2020-01-30T18:42:21Z,2020-01-30T18:32:32Z,STARTED,7/1,23/4,11/50,False,1/4,0,0,9
1006110426,2020-01-30T18:42:21Z,2020-01-30T18:33:35Z,STARTED,11/20,18/5,16/5,False,11/20,0,0,8
1006110280,2020-01-30T18:42:21Z,2020-01-30T18:34:58Z,STARTED,5/4,29/10,8/5,False,3/4,0,1,7
1006105984,2020-01-30T18:42:48Z,2020-01-30T17:05:09Z,STARTED,55/1,7/1,1/14,False,2/5,2,3,79
1006063247,2020-01-30T18:42:48Z,2020-01-30T17:30:44Z,STARTED,,22/1,125/1,False,3/10,2,0,54
1006107245,2020-01-30T18:42:48Z,2020-01-30T17:31:05Z,STARTED,11/8,33/20,49/20,False,5/6,1,1,55
1006107510,2020-01-30T18:42:48Z,2020-01-30T17:33:52Z,STARTED,1/5,17/4,14/1,False,9/10,1,0,55
1006042012,2020-01-30T18:42:48Z,2020-01-30T17:34:41Z,STARTED,8/25,3/1,21/2,False,11/10,1,0,46
1006098224,2020-01-30T18:42:48Z,2020-01-30T18:02:03Z,STARTED,,35/1,160/1,False,1/5,2,0,40
1006110231,2020-01-30T18:42:48Z,2020-01-30T18:12:13Z,STARTED,26/25,5/2,11/5,False,17/20,0,0,30
1006110428,2020-01-30T18:42:48Z,2020-01-30T18:32:32Z,STARTED,7/1,23/4,11/50,False,1/4,0,0,10
1006110426,2020-01-30T18:42:48Z,2020-01-30T18:33:35Z,STARTED,11/20,18/5,16/5,False,11/20,0,0,9
1006110280,2020-01-30T18:42:48Z,2020-01-30T18:34:58Z,STARTED,5/4,29/10,8/5,False,3/4,0,1,7
1006105984,2020-01-30T18:43:16Z,2020-01-30T17:05:09Z,STARTED,55/1,7/1,1/14,False,2/5,2,3,79
1006063247,2020-01-30T18:43:16Z,2020-01-30T17:30:44Z,STARTED,,22/1,125/1,False,3/10,2,0,54
1006107245,2020-01-30T18:43:16Z,2020-01-30T17:31:05Z,STARTED,11/8,33/20,13/5,False,5/6,1,1,55
1006107510,2020-01-30T18:43:16Z,2020-01-30T17:33:52Z,STARTED,1/5,17/4,14/1,False,9/10,1,0,56
1006042012,2020-01-30T18:43:16Z,2020-01-30T17:34:41Z,STARTED,8/25,3/1,21/2,False,11/10,1,0,47
1006098224,2020-01-30T18:43:16Z,2020-01-30T18:02:03Z,STARTED,,35/1,160/1,False,1/5,2,0,41
1006110231,2020-01-30T18:43:16Z,2020-01-30T18:12:13Z,STARTED,8/25,4/1,6/1,False,17/20,1,0,31
1006110428,2020-01-30T18:43:16Z,2020-01-30T18:32:32Z,STARTED,7/1,23/4,11/50,False,1/4,0,0,10
1006110426,2020-01-30T18:43:16Z,2020-01-30T18:33:35Z,STARTED,11/20,18/5,16/5,False,11/20,0,0,9
1006110280,2020-01-30T18:43:16Z,2020-01-30T18:34:58Z,STARTED,5/4,29/10,8/5,False,3/4,0,1,8
1006105984,2020-01-30T18:43:44Z,2020-01-30T17:05:09Z,STARTED,750/1,60/1,,False,2/5,2,4,80
1006063247,2020-01-30T18:43:44Z,2020-01-30T17:30:44Z,STARTED,,22/1,125/1,False,3/10,2,0,55
1006107245,2020-01-30T18:43:44Z,2020-01-30T17:31:05Z,STARTED,11/8,33/20,13/5,False,5/6,1,1,56
1006107510,2020-01-30T18:43:44Z,2020-01-30T17:33:52Z,STARTED,1/6,23/5,16/1,False,9/10,1,0,56
1006042012,2020-01-30T18:43:44Z,2020-01-30T17:34:41Z,STARTED,8/25,3/1,21/2,False,11/10,1,0,47
1006098224,2020-01-30T18:43:44Z,2020-01-30T18:02:03Z,STARTED,,35/1,160/1,False,1/5,2,0,41
1006110231,2020-01-30T18:43:44Z,2020-01-30T18:12:13Z,STARTED,8/25,4/1,6/1,False,17/20,1,0,31
1006110428,2020-01-30T18:43:44Z,2020-01-30T18:32:32Z,STARTED,7/1,23/4,11/50,False,1/4,0,0,11
1006110426,2020-01-30T18:43:44Z,2020-01-30T18:33:35Z,STARTED,11/20,18/5,16/5,False,11/20,0,0,10
1006110280,2020-01-30T18:43:44Z,2020-01-30T18:34:58Z,STARTED,5/4,29/10,8/5,False,3/4,0,1,8
1006105984,2020-01-30T18:44:12Z,2020-01-30T17:05:09Z,STARTED,750/1,60/1,,False,2/5,2,4,80
1006063247,2020-01-30T18:44:12Z,2020-01-30T17:30:44Z,STARTED,,22/1,125/1,False,3/10,2,0,55
1006107245,2020-01-30T18:44:12Z,2020-01-30T17:31:05Z,STARTED,11/8,33/20,13/5,False,5/6,1,1,56
1006107510,2020-01-30T18:44:12Z,2020-01-30T17:33:52Z,STARTED,1/6,23/5,16/1,False,9/10,1,0,57
1006042012,2020-01-30T18:44:12Z,2020-01-30T17:34:41Z,STARTED,8/25,3/1,21/2,False,11/10,1,0,47
1006098224,2020-01-30T18:44:12Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,42
1006110231,2020-01-30T18:44:12Z,2020-01-30T18:12:13Z,STARTED,8/25,4/1,6/1,False,17/20,1,0,31
1006110428,2020-01-30T18:44:12Z,2020-01-30T18:32:32Z,STARTED,7/1,23/4,11/50,False,1/4,0,0,11
1006110426,2020-01-30T18:44:12Z,2020-01-30T18:33:35Z,STARTED,11/20,18/5,16/5,False,11/20,0,0,10
1006110280,2020-01-30T18:44:12Z,2020-01-30T18:34:58Z,STARTED,4/1,13/5,16/25,True,3/4,0,1,9
1006105984,2020-01-30T18:44:39Z,2020-01-30T17:05:09Z,STARTED,750/1,60/1,,False,2/5,2,4,81
1006063247,2020-01-30T18:44:39Z,2020-01-30T17:30:44Z,STARTED,,22/1,125/1,False,3/10,2,0,56
1006107245,2020-01-30T18:44:39Z,2020-01-30T17:31:05Z,STARTED,11/8,33/20,13/5,False,5/6,1,1,57
1006107510,2020-01-30T18:44:39Z,2020-01-30T17:33:52Z,STARTED,1/6,23/5,16/1,False,9/10,1,0,57
1006042012,2020-01-30T18:44:39Z,2020-01-30T17:34:41Z,STARTED,8/25,3/1,21/2,False,11/10,1,0,48
1006098224,2020-01-30T18:44:39Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,42
1006110231,2020-01-30T18:44:39Z,2020-01-30T18:12:13Z,STARTED,8/25,4/1,6/1,False,17/20,1,0,32
1006110428,2020-01-30T18:44:39Z,2020-01-30T18:32:32Z,STARTED,7/1,23/4,11/50,False,1/4,0,0,12
1006110426,2020-01-30T18:44:39Z,2020-01-30T18:33:35Z,STARTED,11/20,18/5,16/5,False,11/20,0,0,11
1006110280,2020-01-30T18:44:39Z,2020-01-30T18:34:58Z,STARTED,17/5,17/5,11/20,True,3/4,0,1,9
1006105984,2020-01-30T18:45:07Z,2020-01-30T17:05:09Z,STARTED,750/1,60/1,,False,2/5,2,4,81
1006063247,2020-01-30T18:45:07Z,2020-01-30T17:30:44Z,STARTED,,22/1,125/1,False,3/10,2,0,56
1006107245,2020-01-30T18:45:07Z,2020-01-30T17:31:05Z,STARTED,11/8,6/4,13/5,False,5/6,1,1,57
1006107510,2020-01-30T18:45:07Z,2020-01-30T17:33:52Z,STARTED,1/6,19/4,17/1,False,9/10,1,0,58
1006042012,2020-01-30T18:45:07Z,2020-01-30T17:34:41Z,STARTED,8/25,3/1,21/2,False,11/10,1,0,48
1006098224,2020-01-30T18:45:07Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,43
1006110231,2020-01-30T18:45:07Z,2020-01-30T18:12:13Z,STARTED,3/10,4/1,13/2,False,17/20,1,0,32
1006110428,2020-01-30T18:45:07Z,2020-01-30T18:32:32Z,STARTED,7/1,23/4,11/50,False,1/4,0,0,12
1006110426,2020-01-30T18:45:07Z,2020-01-30T18:33:35Z,STARTED,11/20,18/5,16/5,False,11/20,0,0,11
1006110280,2020-01-30T18:45:07Z,2020-01-30T18:34:58Z,STARTED,29/10,17/5,13/20,True,3/4,0,1,10
1006105984,2020-01-30T18:45:35Z,2020-01-30T17:05:09Z,STARTED,750/1,60/1,,False,2/5,2,4,82
1006063247,2020-01-30T18:45:35Z,2020-01-30T17:30:44Z,STARTED,,22/1,125/1,False,3/10,2,0,57
1006107245,2020-01-30T18:45:35Z,2020-01-30T17:31:05Z,STARTED,11/8,6/4,13/5,False,5/6,1,1,58
1006107510,2020-01-30T18:45:35Z,2020-01-30T17:33:52Z,STARTED,1/6,22/5,16/1,False,9/10,1,0,58
1006042012,2020-01-30T18:45:35Z,2020-01-30T17:34:41Z,STARTED,8/25,3/1,21/2,False,11/10,1,0,49
1006098224,2020-01-30T18:45:35Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,43
1006110231,2020-01-30T18:45:35Z,2020-01-30T18:12:13Z,STARTED,21/20,5/2,11/5,False,17/20,1,1,33
1006110428,2020-01-30T18:45:35Z,2020-01-30T18:32:32Z,STARTED,7/1,23/4,11/50,False,1/4,0,0,13
1006110426,2020-01-30T18:45:35Z,2020-01-30T18:33:35Z,STARTED,11/20,18/5,16/5,False,11/20,0,0,11
1006110280,2020-01-30T18:45:35Z,2020-01-30T18:34:58Z,STARTED,29/10,17/5,13/20,True,3/4,0,1,10
1006105984,2020-01-30T18:46:02Z,2020-01-30T17:05:09Z,STARTED,750/1,60/1,,False,2/5,2,4,82
1006063247,2020-01-30T18:46:02Z,2020-01-30T17:30:44Z,STARTED,,22/1,125/1,False,3/10,2,0,57
1006107245,2020-01-30T18:46:02Z,2020-01-30T17:31:05Z,STARTED,29/20,6/4,13/5,False,5/6,1,1,58
1006107510,2020-01-30T18:46:02Z,2020-01-30T17:33:52Z,STARTED,1/6,22/5,16/1,False,9/10,1,0,59
1006042012,2020-01-30T18:46:02Z,2020-01-30T17:34:41Z,STARTED,7/25,13/4,12/1,False,11/10,1,0,49
1006098224,2020-01-30T18:46:02Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,44
1006110231,2020-01-30T18:46:02Z,2020-01-30T18:12:13Z,STARTED,21/20,5/2,11/5,False,17/20,1,1,33
1006110428,2020-01-30T18:46:02Z,2020-01-30T18:32:32Z,STARTED,7/1,23/4,11/50,False,1/4,0,0,13
1006110426,2020-01-30T18:46:02Z,2020-01-30T18:33:35Z,STARTED,11/20,18/5,16/5,False,11/20,0,0,12
1006110280,2020-01-30T18:46:02Z,2020-01-30T18:34:58Z,STARTED,29/10,17/5,13/20,True,3/4,0,1,11
1006105984,2020-01-30T18:46:30Z,2020-01-30T17:05:09Z,STARTED,750/1,60/1,,False,2/5,2,4,83
1006063247,2020-01-30T18:46:30Z,2020-01-30T17:30:44Z,STARTED,,22/1,125/1,False,3/10,2,0,58
1006107245,2020-01-30T18:46:30Z,2020-01-30T17:31:05Z,STARTED,29/20,6/4,13/5,False,5/6,1,1,58
1006107510,2020-01-30T18:46:30Z,2020-01-30T17:33:52Z,STARTED,1/6,22/5,16/1,False,9/10,1,0,59
1006042012,2020-01-30T18:46:30Z,2020-01-30T17:34:41Z,STARTED,1/3,14/5,21/2,False,11/10,1,0,50
1006098224,2020-01-30T18:46:30Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,44
1006110231,2020-01-30T18:46:30Z,2020-01-30T18:12:13Z,STARTED,Evens,5/2,23/10,False,17/20,1,1,34
1006110428,2020-01-30T18:46:30Z,2020-01-30T18:32:32Z,STARTED,7/1,23/4,11/50,False,1/4,0,0,13
1006110426,2020-01-30T18:46:30Z,2020-01-30T18:33:35Z,STARTED,2/11,23/4,9/1,False,11/20,1,0,12
1006110280,2020-01-30T18:46:30Z,2020-01-30T18:34:58Z,STARTED,29/10,17/5,13/20,True,3/4,0,1,11
1006105984,2020-01-30T18:46:58Z,2020-01-30T17:05:09Z,STARTED,750/1,60/1,,False,2/5,2,4,83
1006063247,2020-01-30T18:46:58Z,2020-01-30T17:30:44Z,STARTED,,28/1,180/1,False,3/10,2,0,58
1006107245,2020-01-30T18:46:58Z,2020-01-30T17:31:05Z,STARTED,29/20,6/4,13/5,False,5/6,1,1,59
1006107510,2020-01-30T18:46:58Z,2020-01-30T17:33:52Z,STARTED,1/6,22/5,16/1,False,9/10,1,0,59
1006042012,2020-01-30T18:46:58Z,2020-01-30T17:34:41Z,STARTED,8/25,29/10,11/1,False,11/10,1,0,50
1006098224,2020-01-30T18:46:58Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,44
1006110231,2020-01-30T18:46:58Z,2020-01-30T18:12:13Z,STARTED,Evens,5/2,23/10,False,17/20,1,1,34
1006110428,2020-01-30T18:46:58Z,2020-01-30T18:32:32Z,STARTED,13/2,5/1,1/4,False,1/4,0,0,14
1006110426,2020-01-30T18:46:58Z,2020-01-30T18:33:35Z,STARTED,2/11,23/4,9/1,False,11/20,1,0,13
1006110280,2020-01-30T18:46:58Z,2020-01-30T18:34:58Z,STARTED,29/10,17/5,13/20,True,3/4,0,1,11
1006105984,2020-01-30T18:47:25Z,2020-01-30T17:05:09Z,STARTED,750/1,60/1,,False,2/5,2,4,84
1006063247,2020-01-30T18:47:25Z,2020-01-30T17:30:44Z,STARTED,,28/1,180/1,False,3/10,2,0,59
1006107245,2020-01-30T18:47:25Z,2020-01-30T17:31:05Z,STARTED,29/20,6/4,13/5,False,5/6,1,1,59
1006107510,2020-01-30T18:47:25Z,2020-01-30T17:33:52Z,STARTED,2/11,17/4,16/1,False,9/10,1,0,60
1006042012,2020-01-30T18:47:25Z,2020-01-30T17:34:41Z,STARTED,8/25,29/10,11/1,False,11/10,1,0,51
1006098224,2020-01-30T18:47:25Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,45
1006110231,2020-01-30T18:47:25Z,2020-01-30T18:12:13Z,STARTED,Evens,5/2,23/10,False,17/20,1,1,35
1006110428,2020-01-30T18:47:25Z,2020-01-30T18:32:32Z,STARTED,13/2,5/1,1/4,False,1/4,0,0,14
1006110426,2020-01-30T18:47:25Z,2020-01-30T18:33:35Z,STARTED,2/11,23/4,9/1,False,11/20,1,0,13
1006110280,2020-01-30T18:47:25Z,2020-01-30T18:34:58Z,STARTED,11/4,16/5,7/10,True,3/4,0,1,12
1006105984,2020-01-30T18:47:53Z,2020-01-30T17:05:09Z,STARTED,750/1,60/1,,False,2/5,2,4,84
1006063247,2020-01-30T18:47:53Z,2020-01-30T17:30:44Z,STARTED,,30/1,225/1,False,3/10,2,0,59
1006107245,2020-01-30T18:47:53Z,2020-01-30T17:31:05Z,STARTED,29/20,6/4,13/5,False,5/6,1,1,60
1006107510,2020-01-30T18:47:53Z,2020-01-30T17:33:52Z,STARTED,2/11,17/4,16/1,False,9/10,1,0,60
1006042012,2020-01-30T18:47:53Z,2020-01-30T17:34:41Z,STARTED,8/25,29/10,11/1,False,11/10,1,0,51
1006098224,2020-01-30T18:47:53Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,45
1006110231,2020-01-30T18:47:53Z,2020-01-30T18:12:13Z,STARTED,Evens,5/2,23/10,False,17/20,1,1,35
1006110428,2020-01-30T18:47:53Z,2020-01-30T18:32:32Z,STARTED,13/2,5/1,1/4,False,1/4,0,0,15
1006110426,2020-01-30T18:47:53Z,2020-01-30T18:33:35Z,STARTED,1/5,11/2,17/2,False,11/20,1,0,14
1006110280,2020-01-30T18:47:53Z,2020-01-30T18:34:58Z,STARTED,11/4,16/5,7/10,True,3/4,0,1,12
1006105984,2020-01-30T18:48:21Z,2020-01-30T17:05:09Z,STARTED,750/1,110/1,,False,2/5,2,4,85
1006063247,2020-01-30T18:48:21Z,2020-01-30T17:30:44Z,STARTED,,30/1,225/1,False,3/10,2,0,60
1006107245,2020-01-30T18:48:21Z,2020-01-30T17:31:05Z,STARTED,29/20,11/8,11/4,False,5/6,1,1,60
1006107510,2020-01-30T18:48:21Z,2020-01-30T17:33:52Z,STARTED,2/11,17/4,16/1,False,9/10,1,0,61
1006042012,2020-01-30T18:48:21Z,2020-01-30T17:34:41Z,STARTED,8/25,29/10,11/1,False,11/10,1,0,52
1006098224,2020-01-30T18:48:21Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,46
1006110231,2020-01-30T18:48:21Z,2020-01-30T18:12:13Z,STARTED,Evens,5/2,23/10,False,17/20,1,1,36
1006110428,2020-01-30T18:48:21Z,2020-01-30T18:32:32Z,STARTED,13/5,13/4,8/11,False,1/4,1,0,15
1006110426,2020-01-30T18:48:21Z,2020-01-30T18:33:35Z,STARTED,1/5,11/2,17/2,False,11/20,1,0,14
1006110280,2020-01-30T18:48:21Z,2020-01-30T18:34:58Z,STARTED,11/4,16/5,7/10,True,3/4,0,1,13
1006105984,2020-01-30T18:48:48Z,2020-01-30T17:05:09Z,STARTED,1000/1,110/1,,False,2/5,2,4,85
1006063247,2020-01-30T18:48:48Z,2020-01-30T17:30:44Z,STARTED,,30/1,225/1,False,3/10,2,0,60
1006107245,2020-01-30T18:48:48Z,2020-01-30T17:31:05Z,STARTED,29/20,11/8,11/4,False,5/6,1,1,61
1006107510,2020-01-30T18:48:48Z,2020-01-30T17:33:52Z,STARTED,2/11,17/4,16/1,False,9/10,1,0,61
1006042012,2020-01-30T18:48:48Z,2020-01-30T17:34:41Z,STARTED,8/25,29/10,11/1,False,11/10,1,0,52
1006098224,2020-01-30T18:48:48Z,2020-01-30T18:02:03Z,STARTED,,40/1,200/1,False,1/5,2,0,46
1006110231,2020-01-30T18:48:48Z,2020-01-30T18:12:13Z,STARTED,Evens,5/2,23/10,False,17/20,1,1,36
1006110428,2020-01-30T18:48:48Z,2020-01-30T18:32:32Z,STARTED,13/5,13/4,8/11,False,1/4,1,0,16
1006110426,2020-01-30T18:48:48Z,2020-01-30T18:33:35Z,STARTED,2/11,23/4,17/2,False,11/20,1,0,15
1006110280,2020-01-30T18:48:48Z,2020-01-30T18:34:58Z,STARTED,27/10,3/1,3/4,True,3/4,0,1,13
1006105984,2020-01-30T18:49:16Z,2020-01-30T17:05:09Z,STARTED,1000/1,110/1,,False,2/5,2,4,85
1006063247,2020-01-30T18:49:16Z,2020-01-30T17:30:44Z,STARTED,,30/1,225/1,False,3/10,2,0,60
1006107245,2020-01-30T18:49:16Z,2020-01-30T17:31:05Z,STARTED,31/20,11/8,11/4,False,5/6,1,1,61
1006107510,2020-01-30T18:49:16Z,2020-01-30T17:33:52Z,STARTED,2/11,17/4,16/1,False,9/10,1,0,62
1006042012,2020-01-30T18:49:16Z,2020-01-30T17:34:41Z,STARTED,8/25,29/10,11/1,False,11/10,1,0,53
1006098224,2020-01-30T18:49:16Z,2020-01-30T18:02:03Z,STARTED,,35/1,180/1,False,1/5,2,0,45
1006110231,2020-01-30T18:49:16Z,2020-01-30T18:12:13Z,STARTED,Evens,5/2,23/10,False,17/20,1,1,37
1006110428,2020-01-30T18:49:16Z,2020-01-30T18:32:32Z,STARTED,13/5,13/4,8/11,False,1/4,1,0,16
1006110426,2020-01-30T18:49:16Z,2020-01-30T18:33:35Z,STARTED,2/11,23/4,17/2,False,11/20,1,0,15
1006110280,2020-01-30T18:49:16Z,2020-01-30T18:34:58Z,STARTED,13/5,29/10,4/5,True,3/4,0,1,14
1006105984,2020-01-30T18:49:44Z,2020-01-30T17:05:09Z,STARTED,1000/1,110/1,,False,2/5,2,4,86
1006063247,2020-01-30T18:49:44Z,2020-01-30T17:30:44Z,STARTED,,30/1,225/1,False,3/10,2,0,61
1006107245,2020-01-30T18:49:44Z,2020-01-30T17:31:05Z,STARTED,31/20,11/8,11/4,False,5/6,1,1,62
1006107510,2020-01-30T18:49:44Z,2020-01-30T17:33:52Z,STARTED,2/11,17/4,16/1,False,9/10,1,0,62
1006042012,2020-01-30T18:49:44Z,2020-01-30T17:34:41Z,STARTED,8/25,29/10,11/1,False,11/10,1,0,53
1006098224,2020-01-30T18:49:44Z,2020-01-30T18:02:03Z,STARTED,,45/1,225/1,False,1/5,2,0,45
1006110231,2020-01-30T18:49:44Z,2020-01-30T18:12:13Z,STARTED,Evens,5/2,23/10,False,17/20,1,1,37
1006110428,2020-01-30T18:49:44Z,2020-01-30T18:32:32Z,STARTED,13/5,13/4,8/11,False,1/4,1,0,17
1006110426,2020-01-30T18:49:44Z,2020-01-30T18:33:35Z,STARTED,2/11,23/4,17/2,False,11/20,1,0,16
1006110280,2020-01-30T18:49:44Z,2020-01-30T18:34:58Z,STARTED,Evens,29/10,43/20,False,3/4,1,1,14
1006105984,2020-01-30T18:50:11Z,2020-01-30T17:05:09Z,STARTED,1000/1,110/1,,False,2/5,2,4,86
1006063247,2020-01-30T18:50:11Z,2020-01-30T17:30:44Z,STARTED,,30/1,225/1,False,3/10,2,0,61
1006107245,2020-01-30T18:50:11Z,2020-01-30T17:31:05Z,STARTED,31/20,11/8,11/4,False,5/6,1,1,62
1006107510,2020-01-30T18:50:11Z,2020-01-30T17:33:52Z,STARTED,2/11,17/4,16/1,False,9/10,1,0,63
1006042012,2020-01-30T18:50:11Z,2020-01-30T17:34:41Z,STARTED,8/25,29/10,11/1,False,11/10,1,0,53
1006098224,2020-01-30T18:50:11Z,2020-01-30T18:02:03Z,STARTED,,45/1,225/1,False,1/5,2,0,45
1006110231,2020-01-30T18:50:11Z,2020-01-30T18:12:13Z,STARTED,Evens,5/2,23/10,False,17/20,1,1,37
1006110428,2020-01-30T18:50:11Z,2020-01-30T18:32:32Z,STARTED,13/5,13/4,8/11,False,1/4,1,0,17
1006110426,2020-01-30T18:50:11Z,2020-01-30T18:33:35Z,STARTED,2/11,23/4,17/2,False,11/20,1,0,16
1006110280,2020-01-30T18:50:11Z,2020-01-30T18:34:58Z,STARTED,22/25,11/4,5/2,False,3/4,1,1,15
1006107511,2020-01-30T18:50:11Z,2020-01-30T18:47:38Z,STARTED,43/20,29/10,19/20,False,19/20,0,0,19
1006105984,2020-01-30T18:50:36Z,2020-01-30T17:05:09Z,STARTED,1000/1,110/1,,False,2/5,2,4,87
1006063247,2020-01-30T18:50:36Z,2020-01-30T17:30:44Z,STARTED,,30/1,225/1,False,3/10,2,0,62
1006107245,2020-01-30T18:50:36Z,2020-01-30T17:31:05Z,STARTED,31/20,5/4,11/4,False,5/6,1,1,63
1006107510,2020-01-30T18:50:36Z,2020-01-30T17:33:52Z,STARTED,2/11,17/4,16/1,False,9/10,1,0,63
1006042012,2020-01-30T18:50:36Z,2020-01-30T17:34:41Z,STARTED,8/25,29/10,11/1,False,11/10,1,0,54
1006098224,2020-01-30T18:50:36Z,2020-01-30T18:02:03Z,STARTED,,45/1,225/1,False,1/5,2,0,45
1006110231,2020-01-30T18:50:36Z,2020-01-30T18:12:13Z,STARTED,Evens,5/2,23/10,False,17/20,1,1,38
1006110428,2020-01-30T18:50:36Z,2020-01-30T18:32:32Z,STARTED,13/5,13/4,8/11,False,1/4,1,0,18
1006110426,2020-01-30T18:50:36Z,2020-01-30T18:33:35Z,STARTED,2/11,23/4,17/2,False,11/20,1,0,17
1006110280,2020-01-30T18:50:36Z,2020-01-30T18:34:58Z,STARTED,22/25,11/4,5/2,False,3/4,1,1,15
1006107511,2020-01-30T18:50:36Z,2020-01-30T18:47:38Z,STARTED,43/20,29/10,19/20,False,19/20,0,0,19
1006105984,2020-01-30T18:50:37Z,2020-01-30T17:05:09Z,STARTED,1000/1,110/1,,False,2/5,2,4,87
1006063247,2020-01-30T18:50:37Z,2020-01-30T17:30:44Z,STARTED,,30/1,225/1,False,3/10,2,0,62
1006107245,2020-01-30T18:50:37Z,2020-01-30T17:31:05Z,STARTED,31/20,5/4,11/4,False,5/6,1,1,63
1006107510,2020-01-30T18:50:37Z,2020-01-30T17:33:52Z,STARTED,2/11,17/4,16/1,False,9/10,1,0,63
1006042012,2020-01-30T18:50:37Z,2020-01-30T17:34:41Z,STARTED,8/25,29/10,11/1,False,11/10,1,0,54
1006098224,2020-01-30T18:50:37Z,2020-01-30T18:02:03Z,STARTED,,45/1,225/1,False,1/5,2,0,45
1006110231,2020-01-30T18:50:37Z,2020-01-30T18:12:13Z,STARTED,Evens,5/2,23/10,False,17/20,1,1,38
1006110428,2020-01-30T18:50:37Z,2020-01-30T18:32:32Z,STARTED,13/5,13/4,8/11,False,1/4,1,0,18
1006110426,2020-01-30T18:50:37Z,2020-01-30T18:33:35Z,STARTED,2/11,23/4,17/2,False,11/20,1,0,17
1006110280,2020-01-30T18:50:37Z,2020-01-30T18:34:58Z,STARTED,22/25,11/4,5/2,False,3/4,1,1,15
1006107511,2020-01-30T18:50:37Z,2020-01-30T18:47:38Z,STARTED,43/20,29/10,19/20,False,19/20,0,0,19
