1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
1006052170,46,1.25,False
